UG01_Comandos.TrocCalor_Bomba01_Trip,UG01,1x,20417,,Bit
UG01_Comandos.TrocCalor_Bomba02_Trip,UG01,1x,20418,,Bit
UG01_Comandos.TrocCalor_Bomba03_Trip,UG01,1x,20419,,Bit
UG01_Comandos.TrocCalor_Bomba04_Trip,UG01,1x,20420,,Bit
UG01_Comandos.TrocCalor_Bomba05_Trip,UG01,1x,20421,,Bit
UG01_Comandos.UHLM_TrocCalor_Operacional,UG01,1x,20422,,Bit
UG01_Comandos.Reserva_20423,UG01,1x,20423,,Bit
UG01_Comandos.Reserva_20424,UG01,1x,20424,,Bit
UG01_Comandos.Reserva_20425,UG01,1x,20425,,Bit
UG01_Comandos.Reserva_20426,UG01,1x,20426,,Bit
UG01_Comandos.Reserva_20427,UG01,1x,20427,,Bit
UG01_Comandos.Reserva_20428,UG01,1x,20428,,Bit
UG01_Comandos.Reserva_20429,UG01,1x,20429,,Bit
UG01_Comandos.Reserva_20430,UG01,1x,20430,,Bit
UG01_Comandos.Reserva_20431,UG01,1x,20431,,Bit
UG01_Comandos.Reserva_20432,UG01,1x,20432,,Bit
UG01_Comandos.UHRV_Ligada,UG01,1x,20433,,Bit
UG01_Comandos.UHRV_Desligada,UG01,1x,20434,,Bit
UG01_Comandos.UHRV_Operacional,UG01,1x,20435,,Bit
UG01_Comandos.UHRV_PressaoCritica,UG01,1x,20436,,Bit
UG01_Comandos.UHRV_Bomba01_Status,UG01,1x,20437,,Bit
UG01_Comandos.UHRV_Bomba02_Status,UG01,1x,20438,,Bit
UG01_Comandos.UHRV_Bomba03_Status,UG01,1x,20439,,Bit
UG01_Comandos.UHRV_Bomba04_Status,UG01,1x,20440,,Bit
UG01_Comandos.UHRV_Bomba05_Status,UG01,1x,20441,,Bit
UG01_Comandos.UHRV_Bomba01_Trip,UG01,1x,20442,,Bit
UG01_Comandos.UHRV_Bomba02_Trip,UG01,1x,20443,,Bit
UG01_Comandos.UHRV_Bomba03_Trip,UG01,1x,20444,,Bit
UG01_Comandos.UHRV_Bomba04_Trip,UG01,1x,20445,,Bit
UG01_Comandos.UHRV_Bomba05_Trip,UG01,1x,20446,,Bit
UG01_Comandos.UHRV_FiltroPressao01_Sujo,UG01,1x,20447,,Bit
UG01_Comandos.UHRV_FiltroPressao02_Sujo,UG01,1x,20448,,Bit
UG01_Comandos.UHRV_FiltroPressao03_Sujo,UG01,1x,20449,,Bit
UG01_Comandos.UHRV_FiltroPressao04_Sujo,UG01,1x,20450,,Bit
UG01_Comandos.UHRV_FiltroPressao05_Sujo,UG01,1x,20451,,Bit
UG01_Comandos.UHRV_FiltroRetorno01_Sujo,UG01,1x,20452,,Bit
UG01_Comandos.UHRV_FiltroRetorno02_Sujo,UG01,1x,20453,,Bit
UG01_Comandos.UHRV_FiltroRetorno03_Sujo,UG01,1x,20454,,Bit
UG01_Comandos.UHRV_FiltroRetorno04_Sujo,UG01,1x,20455,,Bit
UG01_Comandos.UHRV_FiltroRetorno05_Sujo,UG01,1x,20456,,Bit
UG01_Comandos.UHRV_NivelMinimo01_Oleo,UG01,1x,20457,,Bit
UG01_Comandos.UHRV_NivelMinimo02_Oleo,UG01,1x,20458,,Bit
UG01_Comandos.UHRV_NivelMinimo03_Oleo,UG01,1x,20459,,Bit
UG01_Comandos.UHRV_NivelMaximo01_Oleo,UG01,1x,20460,,Bit
UG01_Comandos.UHRV_NivelMaximo02_Oleo,UG01,1x,20461,,Bit
UG01_Comandos.UHRV_NivelMaximo03_Oleo,UG01,1x,20462,,Bit
UG01_Comandos.UHRV_Pressostato_Maximo,UG01,1x,20463,,Bit
UG01_Comandos.UHRV_Pressostato_Minimo,UG01,1x,20464,,Bit
UG01_Comandos.UHRV_Pressostato_Critico,UG01,1x,20465,,Bit
UG01_Comandos.UHRV_Pressostato01,UG01,1x,20466,,Bit
UG01_Comandos.UHRV_Pressostato02,UG01,1x,20467,,Bit
UG01_Comandos.UHRV_Pressostato03,UG01,1x,20468,,Bit
UG01_Comandos.UHRV_ResAquec_Ligada,UG01,1x,20469,,Bit
UG01_Comandos.UHRV_ResAquec_Desligada,UG01,1x,20470,,Bit
UG01_Comandos.UHRV_ValvCtrl_Pressao01,UG01,1x,20471,,Bit
UG01_Comandos.UHRV_ValvCtrl_Pressao02,UG01,1x,20472,,Bit
UG01_Comandos.Reserva_20473,UG01,1x,20473,,Bit
UG01_Comandos.Reserva_20474,UG01,1x,20474,,Bit
UG01_Comandos.Reserva_20475,UG01,1x,20475,,Bit
UG01_Comandos.Reserva_20476,UG01,1x,20476,,Bit
UG01_Comandos.Reserva_20477,UG01,1x,20477,,Bit
UG01_Comandos.Reserva_20478,UG01,1x,20478,,Bit
UG01_Comandos.Reserva_20479,UG01,1x,20479,,Bit
UG01_Comandos.Reserva_20480,UG01,1x,20480,,Bit
UG01_Comandos.Reserva_20481,UG01,1x,20481,,Bit
UG01_Comandos.Reserva_20482,UG01,1x,20482,,Bit
UG01_Comandos.Reserva_20483,UG01,1x,20483,,Bit
UG01_Comandos.Reserva_20484,UG01,1x,20484,,Bit
UG01_Comandos.Reserva_20485,UG01,1x,20485,,Bit
UG01_Comandos.Reserva_20486,UG01,1x,20486,,Bit
UG01_Comandos.Reserva_20487,UG01,1x,20487,,Bit
UG01_Comandos.Reserva_20488,UG01,1x,20488,,Bit
UG01_Comandos.Reserva_20489,UG01,1x,20489,,Bit
UG01_Comandos.Reserva_20490,UG01,1x,20490,,Bit
UG01_Comandos.Reserva_20491,UG01,1x,20491,,Bit
UG01_Comandos.Reserva_20492,UG01,1x,20492,,Bit
